text,label
본인인증문자 수신실패로 문의  수신내역 정상  단말 내 스팸차단 확인 해제방법 안내 후 종료,기업형메시지(금융권인증SMS)
기기변경이후 위치무관하게  데이터 느림  와이파이 잡아도 느림  다른분들은 와이파이 정상인데 고객님만 나타남  기기확인 필요할수 있음 안내및  업데이트및 진행및 리셋안내  전원  이후 사용권유함,속도저하
 버전    주일정도전부터 장소무관하게 묵음  기기점검 무   다른사용자정상이나 본인만현상발생  기기점검권유  원만히 통화후 종료,음질불량
플로인증문자 미수신    다른문자 통화정상  수신내역 확인시 정상 차단메세지 확인후 수신차단해제방법안내 종료,기업형메시지(금융권인증SMS)
 특정번호 문자 수신 실패  오늘도 분전에 문자를 받았어야 하는데 못 받았다고 함   확인시 해당 시간대 필터링된 부분으로 확인됨   추가정보건 확인후 허용번호로 등록해드리고 종료,MMS
오늘갑자기 잡음이 심함  ,음질불량
 문자메시지 발송실패  테스트시 정상  해당번호측확인필요안내 종료,단문메세지(SMS)
,통품상담성
음성정상  데이터 초기접속안됨 한도 차단되어있어서 해제안내  정상이용확인후 종료,초기접속불가
원클릭양호현장방문  상세증상 개월정도전부터 사무실내에서 데이터 느림     상호명  문사무실풍산동   추가연락처 없음 전산기재  내부품질  불량  외부품질   단말기 여부 및 상세내역    내방일자 및 시간시간준수협의가능       기타 전달사항  루키여부철회가능일자 ,속도저하
 어머님연락줌 자녀폰 데이터 느림  증상파악안되어 자녀한테 전화해서 상담해달라고함  아웃예정,속도저하
 진정성  단말설정   어제저녁부터 데이터 접속 끊김  통화수신실패 콜키퍼  위치무관   초기화 초기화설정방법 안내   전원리셋비교안내종료,데이터 사용중 끊김
배우자 김 문의 에서 번호이동 후 위치무관 데이터 끊김현상으로 커버리지 아닌것 같으나 가입할때 개월 요금제 사용하기로 계약 했다하시며 저렴한 요금제로 변경 안되는지 문의  끊김관련 커버리지 확대 중 양해드리며 위치무관증상으로 단말설정방법 및 커버리지 맵 문자 발송 요금제변경시 위약금 발생되는지 변경가능한지 문의 주시어 일반 호전환,데이터 사용중 끊김
 아래내용동일,통품상담성
  원클릭 양호    특이사항   상세증상 보름전부터 업무 가게에서 수신실패 및 음질이 안좋다고 하심  기기점검시 이상없다고 하심   타폰 비교  동일  내부품질 불량  외부품질  비교불가  상담원 조치 사항    추가 연락처  기타 전달사항 기존에 바로 옆에 기지국 있기때문에 중계기 시설 필요없다고 안내 받은 적 있다하심 해당 지역 이상 유무 및 동일 문의 여부 개선 방법 확인 부탁드립니다,음질불량
유투브 끊김 음성정상 데이터 접속은 정상   위치무관  주간     데이터 확인  초기화 안내  초기화   전원리셋후 비교사용권유,데이터 사용중 끊김
 지난달 함께쓰기 데이터모두 사용한뒤 이번달부터 데이터 접속안되어문의  데이터꺼져있어서 허용후 정상사용되어 종료,초기접속불가
기변 후 장소상관없이 특정번호로 발신 시 전원이 꺼져있다고 멘트 나온다고 함 다른번호로 발신하면 정상연결 된다고 함 기기점검 설정 전원리셋 후 재이용 권유드림  재 탐색 시 발신 시 연결음 안들리고 소리샘으로 넘어간다고 하시어 수신자측에서 수신차단 또는 후후 후스콜 뭐야이번호 어플 삭제 등 안내드린 후 종료,기타 Application
 지역무관  만잡힘   우선 모드 되어 있어 모드 변경후 사용 안내,통품상담성
  코드등록했으나 이용안됨  단말기상 설정경로 안내드리나 자동으로 되어 수동으로 바꿀수있는게 안보인다고함  제조사 문의안내,통품상담성
철회철회날짜이사날짜원클릭양호불량문의진단실패시설공급중복 원클릭 확인 장비명   장비품질 기지국 고장  양호진단실패불량 진단상세   가입자품질 가입자별   양호불량 건 이관기준  건  상세증상상세위치  일대 재개발지역으로 학교건물내부 통화품질개선차 다른직원접수로 담당자가 내방했었으나 이후로 연락없다고 문의하세요 학교쪽에 진행계획있는지 문의합니다  면적   층  평   타 사용자 불량여부    다른 위치에서 불량여부     인터넷 사용여부    중계기홈펨토 사용여부    일 이내 철회 가능 고객   철회가능일자 월일   품질및감도내부  불량        품질및감도외부  양호        특이사항  고객성향일반,발수신불가
 개통이후 위치무관하게 로 안뜸  우선모드상태  초기화 전원재부팅 권유  초기화  최신버전 업데이트 진행권유드림 동일증상시 점검필요 안내 후 종료,발수신불가
 위치상관없이 데이터 이용 어려움 음성 양호   무선전파 특성 설명드리고 기기 설정해드리기로 함   기능 설정 조작 미숙으로 설정법 문자 발송해드리기로 함   동일시 기기 점검 필요할 수 있음을 안내하고 종료,초기접속불가
 이사이후 자택에서 통화안됨 외부정상    타폰 동일 중계기무     고층혼재 안내 최적화 안내,발수신불가
지하중계기신청   설치희망일시 담당자 일안으로 연락드려 시설방문 날짜 조율 예정안내 내 앞전 스케쥴 취소되거나 인근 들리실때 먼저 방문도 부탁드립니다  추가연락처  부재시문자요망  상호명 신사무실대림동   제반사항  건물주동의 천공 전기료  층수평수  지하  층  평 평이내 부분개선  불량망    품질 및 감도 내부  불량  품질 및 감도 외부   양호  홈펨토안내여부    루키고객여부철회가능일자     가입여부    중복불만여부    고객성향  일반   설치경쟁사 확인    특이전달사항기타    최대한 빠른설치 부탁드립니다지하공장에서 통화데이터 불량 하다고함 중계기없음,발수신불가
진단결과 양호  특이사항  상세증상  일전부터  집근처에 음질끊김집주변 근처 장비도 있는데도 안됨   타 사용자 통화 품질 양호여부  동일   품질 및 감도내부  불량  품질 및 감도외부  불량   특이전달사항고객성향기타 ,호단절
 이동 후 품질 불량으로  철회불가한지  철회기간 지났음 양해구함 종료,통품상담성
사용지역 광주  농협 인증문자 미수신 당일 시 분경   수신내역정상  스팸함 차단이력확인 스팸번호삭제,기업형메시지(금융권인증SMS)
 몇일전부터불량 문자발신지연으로 문의 간헐적  채팅  끄고 사용 안내   종료함,단문메세지(SMS)
원클릭양호현장방문  상세증상 이사후 자택내 통화중 음질 끊김 현상 있음  추가연락처 없음  부재시 담당자 연락처 및 방문일시 꼭 문자남겨주세요    통화요청한 전화번호 연락처  품질 및 감도내부불량  품질 및 감도외부양호   단말기 여부 및 상세내역    상담원 조치사항   요청대상상담원제시고객요구    내방일자 및 시간시간준수협의가능  방문전 방문일정 안내차 연락 드림  특이전달사항고객성향기타    타폰 증상동일  중계기 무   원클릭시 양호 확인되나 지속 확인요청하시어 방문 접수합니다  방문 통해 해당지역 이상여부 및 추가 개선방안 확인 후 안내부탁드립니다,호단절
음성정상 어제부터 일부문자 수신안됨 보안메모 고객 언급한 시간대에  수신 정상 확인됨 문자가 여러건으로 확인되어 우선 휴대폰 전원 껐다가 켠 후 수신되는지 확인안내 해피콜예정,단문메세지(SMS)
 중계기 철거요청  희망일시    일내 담당자 연락드려 시간 조율해드림 안내  추가연락처    상호명    장비 리셋 여부    타폰비교    불량망    내부 품질    외부 품질    기타 전달사항   공사현장내 이제 지하업무 필요없어 중계기 철거요청 에이포 크기만한 좀 큰 장비이며 외부 안테나와 연결되어있다고 하심 시설조회시 지하장비 확인안되어 누락철거 접수드립니다,이설요청/철거요청
  특정번호 문자 수신실패   테스트시 수신정상   간헐적 수신실패   발신자측에서 허용번호로 등록후 이용하라고 했다고 함  스팸필터링 어플 설치 후 허용번호 등록  후 이용권유 드리고 종료,단문메세지(SMS)
  진정성  단말설정  며칠전부터 위치무관 데이터 느림    모바일데이터  상태 확인   모드 되어 있어  우선모드 변경권유  초기화 리셋권유,3G천이
 전화이용방법 문의  안내드리고 종료,T제공 어플
 부산지역 집이나 회사 등 위치무관하게 보름전부터 어제도 증상   전화 수신실패 콜키퍼나 부재중기록도 없다심 일  콜키퍼 통보내역  폰개통한지 얼마안되서부터 배터리 소모도 빨라서  현재는 우선모드로 사용중이라심   무선전파환경안내  초기화후 재부팅하여 비교재사용 안내  이후로도 위치무관하게 해당폰만 증상시 기기점검 권유함,수신불가
기 문의 동일 재인입    음성통화 가능 단말로 으로 하면 데이터 자체가 이용안되고 으로 해야 데이터 이용가능 한상태로 되다함    제조사 점검 기기정상으로 단말 초기화 해주었다함   재설정 필요성안내   별도 전산 차단임 오류는 없는 상태로 지속 동일시 해당 유심 타기기 장착 정상여부 확인해보신다함,초기접속불가
 며칠전부터 데이터 접속 잘 안됨  음성양호    데이터  초기화 초기화 전원   비교사용권유 재통화 약속,초기접속불가
하나카드 승인문자 안옴  음성정상   수신내역조회시 정상 수신된이력 확인 기기상 차단여부 확인 도와드리려고 했으나 설정 못찾으심 제조사 안내 후 종료,기업형메시지(금융권인증SMS)
 위치무관하게 통화중 목소리 끊김  신호초기화 재부팅해서 비교권유  드리고 점검센터 안내드리고 종료,호단절
통화중대기 이용안됨 단말설정에서 통화중대기 꺼져있음 켜고 이용권유 종료,통화중대기
지정상 업그레이드 설정  지역무관 데이터 접속  안뜸  되다 안되다함   접속 불량아니며  안잡히고  넘어감    개선 노력중 양해구하고  단말 업그레이드 권유,초기접속불가
핸드폰 변경신청하고 아직 새단말 받지못해 이전단말을 다시 켰는데 데이터가 안되고있다함 통화정상  초기화 초기화 단말재부팅후 비교안내,초기접속불가
자택앞에 전봇대가 생겼고 중계기있음  오늘 설치했는데 철거요청 주민동의없이 기지국설치했다고 철거요청  확인후 익일중 오비예정,이설요청/철거요청
휴대폰 기기변경 후 장소무관으로 통화시 늘어지거나 끊기거나 잘 안들리는 증상 있다고 함 유심카드도 변경했으나 동일하다고 함 불일치로 초기화 후 재부팅하여 이용안내 지속 불량시 기기점검안내,발수신불가
비행기모드 설정 안했음에도 자동으로 비행기모드로 변경된다고함 휴대폰 상단에 비행기모드 표시는되나 설정메뉴에 진입하면 비활성화 되어있는 상태 종종 발생됨 특히 티맵등 지도 확인시 자주발생된다 언급 제조사로 방문하여 점검안내도 드리긴했지만 신호문제도 염려하시는듯하여 초기화 설정방법 문자발송해드림운전중이라 문자 요구하심 종료,T제공 어플
  며칠전부터 포켓파이 이용 잘 안되어 문의  휴대폰에서는 연결되나 노트북에서는   이름도 조회 안된다함  노트북 점검시 이상없음  포켓파이 점검 필요 안내드렸으나 제조사로 문의시 연결 안되어서 상담 못 받았다함  우선 급하게 사용해야하는 상황으로 휴대폰 요금제라도 변경필요하시다하여 일반부서 연결해드림,통품상담성
  뉴스등 일부 서비스는 양호한데 다른 연결된 사이트를 들어가려고하면 연결이 안전하지않다는식으로 나오면서 삼각형에 느낌표 표시가 뜨고 메시지창이 뜬다고함   위치설정검색이 되지않아 안된다는식으로도 나온다고함     모바일데이터  상태로 안내   상태에서만 문제라면 별도로 문의필요한점 안내종료,속도저하
인증문자수신안되어문의 수신내역정상 기기상스팸차단여부확인 안내,기업형메시지(금융권인증SMS)
  스마피 업체에서 문자 수신안됨   수신내역 없음 발송처 확인권유  스팸필터링 앱 설치시 차단이력없다함,단문메세지(SMS)
위치무관 데이터 접속안됨    재설정 안내  핸드폰으로 문자발송  이후 동일시 기기점검 양해후 종료,초기접속불가
재장착후 데이터 느림 문의 전산상 특이사항 없음  전원 후 비교사용 안내  이후 동일시 안내,속도저하
특번 발신시 연결 실패  수신자측 확인 필요 안내  번호표시제한 테스트 방법 안내,발신불가
일 현방건 증상 개선안되어 동일건 재인입 담당자통해 재드리겠음 양해구함  어재전달  별도 접수 필요없으며 고객님께 하여 상태 재확인 도와주시기로 함,음질불량
 담당자 방문 안내 받았으나 연락 없음  담당자 확인 후 전달하겠음 안내드림,통품상담성
 자녀폰 갑자기 이용불가  기본정보조회시 로 확인됨  전원 재부팅 후 정상,통품상담성
 건설사 직원  해당장소 신축건물 지을 예정장소로 땅속에 케이블 매립되어있는지 공문접수하여 공문으로 받고싶다고하심  확인 중,통품상담성
중계기 철거요청    희망일시   일 내로 담당자 연락드림 안내   추가연락처    상호명    장비 리셋 여부    타폰비교    불량망      내부 품질    외부 품질    기타 전달사항  구축 매니저요청으로 철거 접수함,이설요청/철거요청
집 입주후 집에서만 통화 잘안됨 주간반려 콜백 시 예약,발수신불가
 인증문자 수신실패   확인시 없음   현대차로 문의권유드리고 종료,기업형메시지(금융권인증SMS)
제주도  카뱅 인증문자 수신실패  수신내역조회 일  건 전송완료  해당건 외에 못 받았다 하심  발송처로 확인해본다 하시어 종료,기업형메시지(금융권인증SMS)
상대가 연락하면 통화거부 멘트송출   콜키퍼 통보없이 수신차단된다며 확인요청  지금은 연결되지않습니다 멘트송출  단말기상 수신기록은 있음 수신차단기록   메시지 수신은 정상  전원재인가 진행했다고함  거부처리 예상되어 단말기 설정해제 후후어플 삭제권유,기타 Application
전화 수발신 안된다고 하셔서 일반 호전환 받았는데 다시 정상사용된다고 하시어 종료,발수신불가
 착신전환 했는데 문자가 수신이 된다고 하심  채팅 개요 설명드리고 해지 안내  종료,단문메세지(SMS)
어제부터 장소무관 데이터 느림      후 정상사용되어 종료,속도저하
원클릭  양호    시설공급 문의건      상세증상  이사온뒤 서비스 불가 표시뜸  음질끊김  단말기 버전   설정안내여부   사용중  타 사용자 통화품질 동일여부  비교안됨   품질 및 감도내부  불량   품질 및 감도외부  양호 중계기 설치 여부    특이전달사항고객성향기타   해당주소지 품질 및 특이사항 여부 개선방향 확인부탁드립니다,호단절
현장방문  상세증상  오래전부터 자택에서 통화끊기고 불량 외부정상 타폰동일 고층혼재   추가연락처    상호명  권자택양지로   통화요청한 전화번호  고객번호   품질 및 감도내부  불량  품질 및 감도외부  양호   단말기 여부 및 상세내역   상담원 조치사항    요청대상  상담원제시   내방일자 및 시간협의가능시간준수 일 수요일 시  특이전달사항고객성향기타   코로나양해 구했으나 방문 요청함   달전에 현방 접수했으나 시간이 안되서 취소했다고 다시 확인 원하심,발수신불가
음성정상  데이터만 느림     요청  모바일데이터 허용 확인   데이터네트워크방식   로 모드 전환 후 전원      원복  데이터 삭제   불일치 초기화 후 전원,3G천이
 어제 기기 변경했는데 기기 변경 후 카톡 사진 늦게 전송된다고 하심    운전중이라 기기 설정은 어렵다고 하셔서 전원 리셋 안내  초기화,카카오
기어 발신실패  블루투스 끄고   활성화후  페이어링 후 발신성공확인후 종료,발신불가
데이터접속실패 와이파이로 유선연결,초기접속불가
 특정 인증문자 수신안되신다심 메세지 확인시 문자 확인되어 원만히종료  머니 문의,기업형메시지(금융권인증SMS)
중계기 철거 요청 희망일시시간준수협의가능 방문전담당자연락안내 추가연락처  부재시  전달 부탁드립니다 상호명  적색불여부 전원여부  불량망  품질 및 감도내부 불량 품질 및 감도외부 양호 특이전달사항고객성향기타 사용하지않아 장비철거요청,이설요청/철거요청
 웨어러블 요금제도단독공유  공휴  공유인 경우 스마트폰 모번호       통화가능한 추가 연락처       이름  명의자와의 관계  본인  오류현상문의내용상세히  티셰어 어플에서 휴대폰기어모드 변경시도시 어플 다시 설치하라고 뜨며 설정변경되지않음 휴대폰기어 두개 단말 모두 동일하며 어플 삭제 후 재설치해도 동일함 현재 병원에 있어 시 이후 통화 요청하시니 참고하시어 아웃 진행 부탁드립니다   착신전환일반 공유결합여부  ,기타 Application
 상담사 문의건으로 언급 이력생성,통품상담성
위치무관 통화 끊김 안들림 자택은 중계기 있음   위치무관증상으로 전파특성안내   기기쪽 확인필요 안내  장기유심 사용중으로 변경 권장드림 소모품으로 비용 발생됨 안내,호단절
전화 이용안하는 방법 문의주심  경로문자으로 발송 후 종료,T제공 어플
 모회선은 정상인데 워치단말기에 없음으로 떠서 문의  자회선 애플워치    유무에 없음으로 떴다 사라졌다 한다심  당일 페어링 해도 동일증상증상으로  및 기기상 상태 등 확인 필요할 수도 있는 점 안내드림 종료,통품상담성
특정인께 전화하면 연결안됨 멘트나옴  다른사람 모두 정상  수신자측 확인 필요안내 드리고 종료,수신불가
싸이월드 전일 금일 시도중이나 인증문자수신실패  수신이력없음 발신처 확인권유양해,기업형메시지(금융권인증SMS)
원클릭 확인 장비명    양호  건  상세증상상세위치  상세위치  층 설비실  직원통로라인 층 중수조실   어제부터 음성 음질 불량   불량망   타 사용자 불량여부  모름   다른 위치에서 불량여부  양호   중계기홈펨토 사용여부  사용   품질및감도내부  불량  품질및감도외부  양호   특이사항  고객성향일반,음질불량
 인증문자 수신실패  수신내역조회시 정상  단말기상 스팸차단되어 있어서 해제 후 정상,기업형메시지(금융권인증SMS)
갑자기 통화 및 데이터 버벅 거린다고 함   재부팅 안해보셨다고해서 전원 리셋 권유,데이터 사용중 끊김
원클릭진단실패특이사항  상세증상   전화 통화는 정상   일이상  및   데이터 느리고 끊김 증상 동영상보면 버퍼링생기고 볼수가 없고 불량  타폰 동일불량 내부불량 외부 정상  지역이상여부 확인부탁드립니다   타폰 비교   동일   내부품질  불량  외부품질  양호  상담원 조치 사항    추가 번호     특이전달사항고객성향기타 ,속도저하
위치무관데이터느림 초기화및 재설정후 전원 하여 비교사용 안내  동일증상시 기기와 유심점검안내,속도저하
고객님 사용하는 다른전화로만발신시 해당번호에서 수신실패    다른 전화 정상 수신자측 단말에서 수신거부 설정 확인및 해제후 비교안내종료,발신불가
당일 장소무관 데이터 속도저하문의  네트워크 재설정 처리진행하신상태로 초기화 전원온오프 안내드리고 재연락예정,속도저하
원클릭양호시설공급  중계기 물량 설득 양해 고객   상세증상  개통후 집내에서 전화 수발신 불량으로 품질 개선요청  중계기 유무  타 사용자 통화품질 양호여부 불량 품질 및 감도내부 불량 품질 및 감도외부 정상 특이전달사항고객성향기타 해당지역 품질 및 특이사항 확인해주시고 개선관련 추가 확인 부탁드리겠습니다,발수신불가
일전부터현상 로천이현상 위치무관하게발생 설정하여이용안내 꺼져있음,3G천이
오산 미군기지에서 통화가 안됨 미군기지 검물안에서 전체적으로 안됨 공문안내 확인해보시고 연락주신다고함,발수신불가
원클릭문의특이사항  상세증상  산림청에서 하는 공사현장 사무실인데 사무실 안에서 통화권이탈 개선 요청  중계기 유무   타 사용자 통화품질 양호여부  동일  품질 및 감도내부  불량  품질 및 감도외부  정도 나오면 양호  특이전달사항고객성향기타  컨테이너 사무실이고 평정도 된다함,발수신불가
인증문자 수신실패 십분이내 건 발송시도했다하시나 조회시 특이사항 없음 스팸차단함 내 없음 후후후스콜 등 어플미사용중  재발송시도하니 간편인증앱으로 시도중으로 보인다하시어 어플 아닌 문자로 발송시도 필요함 안내 재확인 권유 후 종료,기업형메시지(금융권인증SMS)
셀룰러 데이터 허용후 정상이용됨,초기접속불가
하기건재인입 통화 음질불량  보이스톡 통화시에도 메아리처럼 울린다함 타폰양호 전파특성안내  초기화  초기화리셋권유 설정후 자택에서 주로 음질불량발생시 품질확인가능함안내 종료    다른인터넷 양호한데카카오톡 보이스톡 통화시만 불량할경우 해당부분은 카카오톡 고객센터 문의필요함안내,음질불량
데이터느림문의 위치무관전체시간발생      후에 정상사용확인 후 종료,속도저하
농협입출금 문자 수신실패    수신이력확인시 특이점없음   후후 후스콜 어플제한 특이점없음    기기상 차단설정 차단해제 안내하였으나 조작미숙  메시지발송 대리점 내방하여 처리하겠다고하심,기업형메시지(금융권인증SMS)
약정연장 후부터  장소무관 모든 지하주차장에서 통화권이탈 데이터불량 동일망 비교불가 초기화 불일치로 초기화데이터삭제 전원리셋후 비교이용안내 재통화예정,초기접속불가
 원클릭양호지하중계기신청  설치희망일시  일 안으로 연락드려 시설방문 날짜 조율 예정안내   추가연락처   연락처기재    상호명  이자택동   제반사항  건물주동의 전기료 천공 안내   층수평수    지하층    평평 개선 수긍  불량망      내부품질   불량    외부품질   양호  루키여부철회가능일자      기타 전달사항   이사 후 자택내 통화품질 불량 외부정상  중계기 무   코로나로 설치 지연됨  양해드림,발수신불가
 특정번호 수신차단 문의    단말상에 차단 내역 확인 안내,수신불가
 담당자 내방했으나 달 걸린다고 안내받음  핸드폰이 이렇게 안되는데 기다려야 되냐고 하심  비싼요금을 낼 이유가 없고 대책을 내줘야하고 마냥 기다리라는게 말이되냐고 하심  확인 후 재예정,통품상담성
문의내용 약 시간부터 데이터 접속 불가 문의  타폰 정상 망    업데이트 최신버전 상태  처리내용 전원가 안된다고 하시어 강제 종료 방법 안내 초기화까지 진행 후 정상 확인으로 일시적인 증상인점 안내 후 종료,초기접속불가
 경남 김해 주식문자 오늘 오전에는 미수신되는데 오후에는 수신되었다심  스팸필터링 내역 없음   확인시  서비스에 의해 메시지가 차단되는 경우고객이 단말등에서 등록한 발신번호 혹은 문자열등을 스팸필터링 서버가 차단한 경우둔산 운용팀  기기상 스팸차단 없음   스팸필터링 앱 통해 차단해제 방법 안내드리고 종료,기업형메시지(금융권인증SMS)
관리사무소직원이 연락줌  외부 구조물에 부착되어있던 장비가 화단에 떨어져있는 상태라고 함  다시 고정시켜주거나 필요없을경우 철거요청 현장전달 예정  금일중 통화요청,이설요청/철거요청
원클릭진단실패시설공급  상세증상  공사현장 내통화품질 불량 타폰 동일   타폰 비교  동일   내부품질    외부품질    상담원 조치 사항     추가 연락처  기타 전달사항 정확한 주소 모르시며 삼성현장이라고만하심 주소가 없다고함,발수신불가
 데이터 초기접속 불가       사용가능하다고 하심 확인후 종료,초기접속불가
 오늘 갑자기 위치무관하게 데이터 초기접속 실패 증상    안내  데이터   으로 안내  정상사용되어 종료,데이터 사용중 끊김
원클릭양호현장방문  상세증상    자택에서 한달전부터 통화불편함 동일  삼성에서 자택으로 직접 방문해서 품질 확인하였고 고객단말에서 주파수대역을 많이 잡고 있는상태라고 하시며 통신사로 전화해서 조치 받으라고 했다고함   실사용자 어머니 연락  상호명  양자택해양로  추가연락처   내부품질    외부품질   단말기 여부 및 상세내역    내방일자 및 시간시간준수협의가능   일 시요청 담당자  방문전 스케줄 확인차 연락드림 안내   기타 전달사항  루키여부철회가능일자 ,발수신불가
언제부터인지 모르나위치무관 데이터 느림목소리 이상함혼선되는것 같다고함 초기화전원재부팅 안내 동일증상 발생 시 기기점검 필요 안내,속도저하
원클릭양호현장방문  상세증상  이사한자택 통화끊김     추가연락처 없음 전산기재  내부품질  불량  외부품질  양호   단말기 여부 및 상세내역    내방일자 및 시간시간준수협의가능      기타 전달사항  루키여부철회가능일자 ,호단절
진단양호  특이사항현기지국  상세증상   지속 동일증상 나타나고있다고하며 재문의 고객 원룸뿐 아니라 옆에있는 원룸도 동일하게 증상있다고 언급   확인부탁드립니다   정상사용중 일주일전부터 건물 내부에서 발수신연결실패 옆건물 호에서도 민원 접수되고 있다 하심 문의준 사람은 건물주 세입자 문의로 연락주심 중계기   타 사용자 통화품질 양호여부  동일  품질 및 감도내부  불량  품질 및 감도외부  양호  상담사 조치 사항    추가연락처   특이전달사항고객성향기타 상,발수신불가
넘버플러스 앱 사용방법 문의 종료,T제공 어플
 영상회의 주관하는 줌 어플 이용시 불량 현상 발생   정상 사용하다가 어제부터 발생   다른 어플이나 인터넷  서비스는 양호다고 함   고객이 회의 주관하는것만 안되고 초대받아서 참여하는거는 정상이라고 함,기타 Application
진정성 단말설정  며칠전부터  사용중 먹통 현상 있다고 함  위치무관   개요 및 망 확대투자중에 있는 부분 설명드림     데이터    초기화  전원재부팅 안내   비교사용 권유 재연락드리기로함,초기접속불가
기변이후 통화 정상 데이터 접속불가  모드에서  모드로 변경 ,3G천이
주식 어플 느림  다른데이터 정상    되어있어 있음  데이터 세이버 하용안함상태   초기화 재부팅 오비약속,속도저하
 국민카드 문자 수신 실패 문의중 정상수신되었다고하여종료,기업형메시지(금융권인증SMS)
중계기 요청  희망일시   시분 담당자 방문 전 연락드림 안내  추가연락처  없음  상호명  임자택정왕동  장비 리셋 여부    타폰비교  동일  불량망    내부 품질  불량  외부 품질  양호  기타 전달사항 증상 상세 기재 코로나 양해 구했으나 방문 요청함 방문지에 자가격리자없음 확인함 오래전부터 자택내 통화시 끊기거나 잘 안들린다고하심타고객 동일외부정상 적색불은 아니며 플러그를 뽑았다가 다시 꽂아도 동일 불량하다고 함 방문 통해 서비스 이상 여부 및 고객안내 부탁드립니다 루키여부철회가능일자  ,발수신불가
기기변경후 위치무관하게  끊기고 이용잘안되어 문의 음성정상  데이터설정초기화전원재부팅 후 비교사용권유,데이터 사용중 끊김
전화 발신 정상 수신이 안된다고하심 착신전환번호변경안내서비스 다른서비스임 안내  통화중 본 상담사 휴대폰으로 테스트시 전화 들어오고있다고하심,수신불가
 지인분들이 전화 할때  부재중 통화중대기 안떴다고함  좀더 사용 해본다고함,통화중대기
원클릭양호지상 중계기 신청  설치희망일시  담당자 일 내  일정관련 연락예정 안내  추가연락처     상호명  박자택독산동  제반사항  건물주동의 전기료 천공 안내   층수평수   층  평평 개선 수긍  불량망   내부품질     외부품질     루키여부철회가능일자      기타 전달사항 기기변경 후 자택 내에서  데이터 접속 시 속도지연 통화정상 외부정상,속도저하
지상중계기신청  설치희망일시시간준수협의가능   추가연락처   주소   제반사항  건물주동의 전기료 천공  층수평수  층  불량망    품질 및 감도 내부  불량  품질 및 감도 외부  양호  홈펨토안내여부    루키고객여부철회가능일자      가입여부   중복불만여부   고객성향  중  설치경쟁사 확인    특이전달사항기타 ,속도저하
데이터 초기접속 실패   모바일데이터  상태 정상 종료,초기접속불가
오늘 아침부터 갑자기 데이터 이용 불가 문의 음성은 정상 와이파이 끔  데이터 켜져있음 경고 한도설정 끔 정상사용 확인 후 종료,초기접속불가
지하 중계기신청  설치희망일시협의가능  일 사이로 연락드려 스케쥴 조율할것으로 안내   추가연락처 없음부재시전송   상호명    제반사항  전기료 천공 건물주동의  층수평수  지하층  평미만 평 커버리지안내동의  불량망     품질 및 감도 내부  불량   품질 및 감도 외부  양호   홈펨토안내여부  미탐색   루키고객여부철회가능일자       가입여부  미가입   중복불만여부     고객성향   일반   설치경쟁사 확인  확인불가  특이전달사항기타    최대한 빠른 방문 부탁드리며 방문 전 사전연락 부탁드리겠습니다,단문메세지(SMS)
 어제부터 장소무관 데이터가 원활하지 않음   상태 증상동일    개선건의 양해드림    단말업데이트 최신버전이라함      데이터    초기화 후 전원재부팅 안내   비교사용 권유 후 종료,초기접속불가
원클릭문의특이사항  상세증상   로 가입 후 근무지에서 통화시 끊기고 소리가 안들린다고 함   본상담사 통화시에도 끊김   뒤쪽에 있는 학생부실 있는 건물이라고 함   신규 학교로 신축 건물  다른 선생님 말로는 에서 장비를 설치했다고 하는데 이용 안됨   다른 동일망 불량여부  동일불량   품질 및 감도내부  불량   품질 및 감도외부  양호   특이전달사항고객성향기타 품질확인 및 개선가능여부 확인부탁드립니다,호단절
    오늘갑자기 카톡안되어문의 음성통화정상  와이파이꺼달라고안내    데이터허용되어있음  데이터 세이버 사용중이라 사용안함으로 변경안내  한도설정 해제안내   카톡이용된다고함 일반상담원해서 일반부서연결,카카오
 공장초기화 후 위치무관하게 데이터 끊김증상발생    안내  데이터 확인   경고설정 한도설정 안내  초기화 전원 재부팅,데이터 사용중 끊김
 우선모드 사용중   어제부터 데이터 느림 증상  전화통화는 정상  업데이트 권유 초기화 경로 문자전송  비교사용안내후종료,속도저하
인증문자수신실패로 인계받았으나 연결받으면서 인증문자 수신이되었다고함 종료,기업형메시지(금융권인증SMS)
 번호 이동 개통 후 사용 안됨    처리 필요 확인되어  셋팅 안내   정상 개통여부 확인하고 종료,통품상담성
 문제없이 이용 되다가 한달쯤전부터 코로나발생될때부터 데이터연결되었다가 끊김  네트워크가 끊겼다고 문구뜸 전화발신할때도 뭐가끊겼다고 통화가능지역이 아니라는 문구뜨면서 안될때가 있음  하루에 번씩 증상있다고하심  타폰 단말은 정상사용되나 본인폰만 그렇다고하심  센터 방문 및 유심교체했으나 동일함  상담중 끊겨 미연결,데이터 사용중 끊김
 신한카드 페이스 사용하려고 하는데 안됨   횡설수설  문의 내용 정확하게 확인 불가 사용법을 잘 모른다며 알겠다고 끊음,통품상담성
 번호변경후 신호가 안올라옴  남세팅 안내  전원재부팅 번 반복 하셔야한다 양해드림  특이점없고 시간소요될수있다 양해후 종료,통품상담성
어제부터 데이터 접속 불가     설정 초기화 후 재부팅,초기접속불가
